62193883518804565,62193870458330605,52192388243789856,http://qiubailive.ks3-cn-beijing.ksyun.com/record/live/62193870458330605/hls/62193870458330605-52192388243789856r1471278383.m3u8
62193883518804565,62193870458330605,52192388243789856,http://qiubailive.ks3-cn-beijing.ksyun.com/record/live/62193870458330605/hls/62193870458330605-52192388243789856r1471278394.m3u8
62193883518804565,62193870458330605,52192388243789856,http://qiubailive.ks3-cn-beijing.ksyun.com/record/live/62193870458330605/hls/62193870458330605-52192388243789856r1471278611.m3u8
62195393174650830,62195392097295349,52159828992205772,http://qiubailive.ks3-cn-beijing.ksyun.com/record/live/62195392097295349/hls/62195392097295349-52159828992205772r1471279108.m3u8
62195651640246226,62195641058608640,54173263735042125,http://qiubailive.ks3-cn-beijing.ksyun.com/record/live/62195641058608640/hls/62195641058608640-54173263735042125r1471279227.m3u8
62195785168011219,62195776031310325,53495957274243397,http://qiubailive.ks3-cn-beijing.ksyun.com/record/live/62195776031310325/hls/62195776031310325-53495957274243397r1471279291.m3u8
62199750674817643,62199746671940546,53568543410625422,http://qiubailive.ks3-cn-beijing.ksyun.com/record/live/62199746671940546/hls/62199746671940546-53568543410625422r1471281185.m3u8
62199750674817643,62199746671940546,53568543410625422,http://qiubailive.ks3-cn-beijing.ksyun.com/record/live/62199746671940546/hls/62199746671940546-53568543410625422r1471281192.m3u8
62199750674817643,62199746671940546,53568543410625422,http://qiubailive.ks3-cn-beijing.ksyun.com/record/live/62199746671940546/hls/62199746671940546-53568543410625422r1471282197.m3u8
62199750674817643,62199746671940546,53568543410625422,http://qiubailive.ks3-cn-beijing.ksyun.com/record/live/62199746671940546/hls/62199746671940546-53568543410625422r1471282961.m3u8
62203041586548982,62203041283053552,53825700762756884,http://qiubailive.ks3-cn-beijing.ksyun.com/record/live/62203041283053552/hls/62203041283053552-53825700762756884r1471282756.m3u8
62205936807657451,62205925198413825,54307639642834447,http://qiubailive.ks3-cn-beijing.ksyun.com/record/live/62205925198413825/hls/62205925198413825-54307639642834447r1471284138.m3u8
62208927757451249,62208922458528231,54874951441714704,http://qiubailive.ks3-cn-beijing.ksyun.com/record/live/62208922458528231/hls/62208922458528231-54874951441714704r1471285560.m3u8
62209031570669554,62209010025122370,53102345734596333,http://qiubailive.ks3-cn-beijing.ksyun.com/record/live/62209010025122370/hls/62209010025122370-53102345734596333r1471285602.m3u8
62213485462229252,62213485274085359,53825700762756884,http://qiubailive.ks3-cn-beijing.ksyun.com/record/live/62213485274085359/hls/62213485274085359-53825700762756884r1471287736.m3u8
62214754966905474,62214750118890052,49443408695011370,http://qiubailive.ks3-cn-beijing.ksyun.com/record/live/62214750118890052/hls/62214750118890052-49443408695011370r1471288339.m3u8
62220635498553994,62220630765881928,55294940529303342,http://qiubailive.ks3-cn-beijing.ksyun.com/record/live/62220630765881928/hls/62220630765881928-55294940529303342r1471291143.m3u8
62224627177824919,62224621755187218,54874951441714704,http://qiubailive.ks3-cn-beijing.ksyun.com/record/live/62224621755187218/hls/62224621755187218-54874951441714704r1471293046.m3u8
